Fecha;Hora;Lectura Barométrica Actual F(Digits);Temperatura Actual T(°C);Presión Calculada P(kPa);Presión Calculada P(kPa) Corrgida;Presión Calculada (mca);Columna1;Elevación Piezométrica (msnm);Elevación Piezométrica (msnm) Corregida;Columna2
5/3/2024;4:30:00;5606,3;21,9;244,57;;24,94;24,94;813,94;;
5/3/2024;5:30:00;5611,2;22;239,29;;24,4;24,4;813,4;;
5/3/2024;6:30:00;5610,4;21,9;239,81;;24,45;24,45;813,45;;
5/3/2024;7:30:00;5610,5;21,9;239,7;;24,44;24,44;813,44;;
5/3/2024;10:30:00;5608,9;21,9;241,55;;24,63;24,63;813,63;;
5/3/2024;11:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
5/3/2024;12:30:00;5608,2;22;242,77;;24,76;24,76;813,76;;
5/3/2024;13:30:00;5610,4;22;240,21;;24,5;24,5;813,5;;
5/3/2024;14:30:00;5607,9;21,9;242,71;;24,75;24,75;813,75;;
5/3/2024;15:30:00;5608,1;21,9;242,48;;24,73;24,73;813,73;;
5/3/2024;16:30:00;5607,9;22;243,11;;24,79;24,79;813,79;;
5/3/2024;17:30:00;5607,9;21,9;242,71;;24,75;24,75;813,75;;
5/3/2024;18:30:00;5610,8;21,9;239,35;;24,41;24,41;813,41;;
5/3/2024;19:30:00;5608,7;21,8;241,39;;24,62;24,62;813,62;;
5/3/2024;20:30:00;5609,9;21,9;240,39;;24,51;24,51;813,51;;
5/3/2024;21:30:00;5607,7;21,9;242,95;;24,77;24,77;813,77;;
5/3/2024;23:30:00;5610,9;22;239,63;;24,44;24,44;813,44;;
6/3/2024;0:30:00;5611,1;21,9;239;;24,37;24,37;813,37;;
6/3/2024;1:30:00;5610,5;21,9;239,7;;24,44;24,44;813,44;;
6/3/2024;2:30:00;5613,6;21,9;236,1;;24,08;24,08;813,08;;
6/3/2024;3:30:00;5608;21,9;242,6;;24,74;24,74;813,74;;
6/3/2024;4:30:00;5611,1;21,9;239;;24,37;24,37;813,37;;
6/3/2024;5:30:00;5611,2;22;239,29;;24,4;24,4;813,4;;
6/3/2024;6:30:00;5611,7;22;238,71;;24,34;24,34;813,34;;
6/3/2024;7:30:00;5608,5;22;242,42;;24,72;24,72;813,72;;
6/3/2024;8:30:00;5610,7;21,9;239,47;;24,42;24,42;813,42;;
6/3/2024;9:30:00;5610,9;21,9;239,23;;24,4;24,4;813,4;;
6/3/2024;10:30:00;5606,6;21,9;244,22;;24,9;24,9;813,9;;
6/3/2024;13:30:00;5613,2;21,9;236,57;;24,12;24,12;813,12;;
6/3/2024;14:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
6/3/2024;15:30:00;5612,4;21,9;237,49;;24,22;24,22;813,22;;
6/3/2024;16:30:00;5611,7;21,9;238,31;;24,3;24,3;813,3;;
6/3/2024;17:30:00;5610,6;21,9;239,58;;24,43;24,43;813,43;;
6/3/2024;18:30:00;5609,7;21,9;240,63;;24,54;24,54;813,54;;
6/3/2024;19:30:00;5609;22;241,84;;24,66;24,66;813,66;;
6/3/2024;20:30:00;5612,5;22;237,78;;24,25;24,25;813,25;;
6/3/2024;21:30:00;5611,2;21,9;238,89;;24,36;24,36;813,36;;
6/3/2024;22:30:00;5613,5;21,9;236,22;;24,09;24,09;813,09;;
6/3/2024;23:30:00;5606,8;21,9;243,99;;24,88;24,88;813,88;;
7/3/2024;0:30:00;5611,7;22;238,71;;24,34;24,34;813,34;;
7/3/2024;3:30:00;5606,8;21,9;243,99;;24,88;24,88;813,88;;
7/3/2024;4:30:00;5611,9;21,9;238,07;;24,28;24,28;813,28;;
7/3/2024;5:30:00;5610,8;21,9;239,35;;24,41;24,41;813,41;;
7/3/2024;6:30:00;5611,4;22;239,05;;24,38;24,38;813,38;;
7/3/2024;7:30:00;5611,3;21,9;238,77;;24,35;24,35;813,35;;
7/3/2024;8:30:00;5612,6;22;237,66;;24,24;24,24;813,24;;
7/3/2024;9:30:00;5610,3;21,9;239,93;;24,47;24,47;813,47;;
7/3/2024;10:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
7/3/2024;11:30:00;5608,3;21,9;242,25;;24,7;24,7;813,7;;
7/3/2024;12:30:00;5609,1;21,9;241,32;;24,61;24,61;813,61;;
7/3/2024;13:30:00;5612,3;21,9;237,61;;24,23;24,23;813,23;;
7/3/2024;14:30:00;5607,7;21,9;242,95;;24,77;24,77;813,77;;
7/3/2024;16:30:00;5606,5;21,9;244,34;;24,92;24,92;813,92;;
7/3/2024;17:30:00;5613,8;22;236,27;;24,09;24,09;813,09;;
7/3/2024;18:30:00;5607,1;21,9;243,64;;24,85;24,85;813,85;;
7/3/2024;19:30:00;5611,6;21,9;238,42;;24,31;24,31;813,31;;
7/3/2024;20:30:00;5611,5;22;238,94;;24,37;24,37;813,37;;
7/3/2024;21:30:00;5612,7;22;237,55;;24,22;24,22;813,22;;
7/3/2024;22:30:00;5612,4;21,9;237,49;;24,22;24,22;813,22;;
7/3/2024;23:30:00;5608,2;21,9;242,37;;24,72;24,72;813,72;;
8/3/2024;0:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
8/3/2024;1:30:00;5611,8;22;238,59;;24,33;24,33;813,33;;
8/3/2024;2:30:00;5609,2;21,9;241,21;;24,6;24,6;813,6;;
8/3/2024;3:30:00;5612,2;22;238,13;;24,28;24,28;813,28;;
8/3/2024;6:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
8/3/2024;8:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
8/3/2024;9:30:00;5613,3;21,9;236,45;;24,11;24,11;813,11;;
8/3/2024;10:30:00;5611,4;21,9;238,65;;24,34;24,34;813,34;;
8/3/2024;11:30:00;5610;22;240,68;;24,54;24,54;813,54;;
8/3/2024;12:30:00;5608,3;22;242,65;;24,74;24,74;813,74;;
8/3/2024;13:30:00;5608,5;22;242,42;;24,72;24,72;813,72;;
8/3/2024;14:30:00;5612,9;21,9;236,91;;24,16;24,16;813,16;;
8/3/2024;15:30:00;5608,1;21,9;242,48;;24,73;24,73;813,73;;
8/3/2024;16:30:00;5610,3;21,9;239,93;;24,47;24,47;813,47;;
8/3/2024;17:30:00;5613,6;22;236,5;;24,12;24,12;813,12;;
8/3/2024;19:30:00;5613,6;21,9;236,1;;24,08;24,08;813,08;;
8/3/2024;20:30:00;5612,1;22;238,24;;24,29;24,29;813,29;;
8/3/2024;21:30:00;5611,8;22;238,59;;24,33;24,33;813,33;;
8/3/2024;22:30:00;5606,2;21,9;244,69;;24,95;24,95;813,95;;
8/3/2024;23:30:00;5607,2;22;243,93;;24,87;24,87;813,87;;
9/3/2024;0:30:00;5611,7;21,9;238,31;;24,3;24,3;813,3;;
9/3/2024;1:30:00;5607,4;22;243,69;;24,85;24,85;813,85;;
9/3/2024;2:30:00;5609,8;21,9;240,51;;24,53;24,53;813,53;;
9/3/2024;3:30:00;5613,1;21,9;236,68;;24,14;24,14;813,14;;
9/3/2024;4:30:00;5611,2;21,9;238,89;;24,36;24,36;813,36;;
9/3/2024;5:30:00;5607,5;22;243,58;;24,84;24,84;813,84;;
9/3/2024;6:30:00;5611,5;21,9;238,54;;24,32;24,32;813,32;;
9/3/2024;9:30:00;5614,2;21,9;235,41;;24,01;24,01;813,01;;
9/3/2024;10:30:00;5607,3;22;243,81;;24,86;24,86;813,86;;
9/3/2024;11:30:00;5610,6;21,9;239,58;;24,43;24,43;813,43;;
9/3/2024;12:30:00;5607,3;21,9;243,41;;24,82;24,82;813,82;;
9/3/2024;13:30:00;5611,3;21,9;238,77;;24,35;24,35;813,35;;
9/3/2024;14:30:00;5607;21,9;243,76;;24,86;24,86;813,86;;
9/3/2024;15:30:00;5612,1;21,9;237,84;;24,25;24,25;813,25;;
9/3/2024;16:30:00;5607,4;21,9;243,29;;24,81;24,81;813,81;;
9/3/2024;17:30:00;5612,7;21,9;237,15;;24,18;24,18;813,18;;
9/3/2024;18:30:00;5612,5;21,9;237,38;;24,21;24,21;813,21;;
9/3/2024;19:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
9/3/2024;22:30:00;5606,8;21,9;243,99;;24,88;24,88;813,88;;
9/3/2024;23:30:00;5607,2;22;243,93;;24,87;24,87;813,87;;
10/3/2024;0:30:00;5611,8;21,9;238,19;;24,29;24,29;813,29;;
10/3/2024;1:30:00;5610,2;21,9;240,05;;24,48;24,48;813,48;;
10/3/2024;2:30:00;5608,7;21,9;241,79;;24,66;24,66;813,66;;
10/3/2024;3:30:00;5609,3;21,9;241,09;;24,59;24,59;813,59;;
10/3/2024;4:30:00;5610,6;22;239,98;;24,47;24,47;813,47;;
10/3/2024;5:30:00;5610,1;21,9;240,16;;24,49;24,49;813,49;;
10/3/2024;6:30:00;5611,3;21,9;238,77;;24,35;24,35;813,35;;
10/3/2024;7:30:00;5610,8;22;239,75;;24,45;24,45;813,45;;
10/3/2024;8:30:00;5612,5;21,9;237,38;;24,21;24,21;813,21;;
10/3/2024;9:30:00;5611,9;22;238,47;;24,32;24,32;813,32;;
10/3/2024;12:30:00;5610,6;21,9;239,58;;24,43;24,43;813,43;;
10/3/2024;13:30:00;5608,8;21,9;241,67;;24,64;24,64;813,64;;
10/3/2024;14:30:00;5608,8;21,9;241,67;;24,64;24,64;813,64;;
10/3/2024;15:30:00;5608,1;22;242,88;;24,77;24,77;813,77;;
10/3/2024;16:30:00;5614,6;21,9;234,94;;23,96;23,96;812,96;;
10/3/2024;17:30:00;5614,3;21,9;235,29;;23,99;23,99;812,99;;
10/3/2024;18:30:00;5612;21,9;237,96;;24,27;24,27;813,27;;
10/3/2024;19:30:00;5606,4;21,9;244,46;;24,93;24,93;813,93;;
10/3/2024;20:30:00;5608,4;21,9;242,13;;24,69;24,69;813,69;;
10/3/2024;21:30:00;5614;22;236,04;;24,07;24,07;813,07;;
10/3/2024;22:30:00;5608,5;21,9;242,02;;24,68;24,68;813,68;;
10/3/2024;23:30:00;5606,1;21,9;244,8;;24,96;24,96;813,96;;
11/3/2024;1:30:00;5609,6;21,9;240,74;;24,55;24,55;813,55;;
11/3/2024;2:30:00;5610,9;22;239,63;;24,44;24,44;813,44;;
11/3/2024;3:30:00;5612,9;21,9;236,91;;24,16;24,16;813,16;;
11/3/2024;23:30:00;5607,6;21,9;243,06;;24,79;24,79;813,79;;
13/3/2024;4:30:00;5608,6;21,9;241,9;;24,67;24,67;813,67;;
13/3/2024;14:30:00;5606,1;21,9;244,8;;24,96;24,96;813,96;;
13/3/2024;15:30:00;5611,3;21,8;238,37;;24,31;24,31;813,31;;
13/3/2024;16:30:00;5615,2;21,8;233,85;;23,85;23,85;812,85;;
13/3/2024;17:30:00;5610,7;21,9;239,47;;24,42;24,42;813,42;;
13/3/2024;18:30:00;5613,9;22;236,15;;24,08;24,08;813,08;;
13/3/2024;19:30:00;5615;22;234,88;;23,95;23,95;812,95;;
13/3/2024;21:30:00;5611,3;21,9;238,77;;24,35;24,35;813,35;;
13/3/2024;22:30:00;5609,5;21,9;240,86;;24,56;24,56;813,56;;
14/3/2024;0:30:00;5603,2;22;248,57;;25,35;25,35;814,35;;
14/3/2024;1:30:00;5609,1;21,9;241,32;;24,61;24,61;813,61;;
14/3/2024;2:30:00;5613,9;21,9;235,75;;24,04;24,04;813,04;;
14/3/2024;3:30:00;5611,2;21,9;238,89;;24,36;24,36;813,36;;
14/3/2024;4:30:00;5610,4;22;240,21;;24,5;24,5;813,5;;
14/3/2024;5:30:00;5612,9;21,9;236,91;;24,16;24,16;813,16;;
14/3/2024;6:30:00;5611,4;21,9;238,65;;24,34;24,34;813,34;;
14/3/2024;7:30:00;5613,2;21,9;236,57;;24,12;24,12;813,12;;
14/3/2024;8:30:00;5611,5;22;238,94;;24,37;24,37;813,37;;
14/3/2024;11:30:00;5614,3;22;235,69;;24,03;24,03;813,03;;
14/3/2024;12:30:00;5611,2;21,9;238,89;;24,36;24,36;813,36;;
14/3/2024;13:30:00;5609,8;21,9;240,51;;24,53;24,53;813,53;;
14/3/2024;14:30:00;5607,9;21,9;242,71;;24,75;24,75;813,75;;
14/3/2024;15:30:00;5613,3;21,9;236,45;;24,11;24,11;813,11;;
14/3/2024;16:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
14/3/2024;17:30:00;5610,7;21,9;239,47;;24,42;24,42;813,42;;
14/3/2024;18:30:00;5612,4;21,9;237,49;;24,22;24,22;813,22;;
14/3/2024;19:30:00;5607,8;21,9;242,83;;24,76;24,76;813,76;;
14/3/2024;20:30:00;5611,8;22;238,59;;24,33;24,33;813,33;;
14/3/2024;21:30:00;5611,5;21,9;238,54;;24,32;24,32;813,32;;
14/3/2024;23:30:00;5608,8;22;242,07;;24,68;24,68;813,68;;
15/3/2024;0:30:00;5611,3;21,9;238,77;;24,35;24,35;813,35;;
15/3/2024;1:30:00;5611,5;21,9;238,54;;24,32;24,32;813,32;;
15/3/2024;2:30:00;5609,3;22;241,49;;24,63;24,63;813,63;;
15/3/2024;3:30:00;5612,6;21,9;237,26;;24,19;24,19;813,19;;
15/3/2024;4:30:00;5610;22;240,68;;24,54;24,54;813,54;;
15/3/2024;5:30:00;5613,7;21,9;235,99;;24,06;24,06;813,06;;
15/3/2024;6:30:00;5608;21,9;242,6;;24,74;24,74;813,74;;
15/3/2024;7:30:00;5613,7;21,9;235,99;;24,06;24,06;813,06;;
15/3/2024;8:30:00;5607,7;21,9;242,95;;24,77;24,77;813,77;;
15/3/2024;9:30:00;5607,7;21,9;242,95;;24,77;24,77;813,77;;
15/3/2024;10:30:00;5606,3;21,9;244,57;;24,94;24,94;813,94;;
15/3/2024;11:30:00;5611,9;21,8;237,68;;24,24;24,24;813,24;;
15/3/2024;14:30:00;5609,8;21,9;240,51;;24,53;24,53;813,53;;
15/3/2024;15:30:00;5610,7;21,9;239,47;;24,42;24,42;813,42;;
15/3/2024;16:30:00;5608;21,9;242,6;;24,74;24,74;813,74;;
15/3/2024;17:30:00;5610,5;21,9;239,7;;24,44;24,44;813,44;;
15/3/2024;18:30:00;5609,8;22;240,91;;24,57;24,57;813,57;;
15/3/2024;19:30:00;5607,2;21,9;243,53;;24,83;24,83;813,83;;
15/3/2024;20:30:00;5609,6;21,9;240,74;;24,55;24,55;813,55;;
15/3/2024;21:30:00;5607,7;21,9;242,95;;24,77;24,77;813,77;;
15/3/2024;22:30:00;5608,8;22;242,07;;24,68;24,68;813,68;;
16/3/2024;0:30:00;5612,5;22;237,78;;24,25;24,25;813,25;;
16/3/2024;3:30:00;5608,4;21,9;242,13;;24,69;24,69;813,69;;
16/3/2024;4:30:00;5612,3;21,9;237,61;;24,23;24,23;813,23;;
16/3/2024;5:30:00;5610,8;21,9;239,35;;24,41;24,41;813,41;;
16/3/2024;6:30:00;5607,9;21,9;242,71;;24,75;24,75;813,75;;
16/3/2024;7:30:00;5609,2;22;241,61;;24,64;24,64;813,64;;
16/3/2024;8:30:00;5606,9;21,9;243,88;;24,87;24,87;813,87;;
16/3/2024;9:30:00;5610,1;21,9;240,16;;24,49;24,49;813,49;;
16/3/2024;10:30:00;5608,5;21,9;242,02;;24,68;24,68;813,68;;
16/3/2024;11:30:00;5608,9;22;241,95;;24,67;24,67;813,67;;
16/3/2024;12:30:00;5611,4;21,9;238,65;;24,34;24,34;813,34;;
16/3/2024;13:30:00;5610,6;21,8;239,18;;24,39;24,39;813,39;;
16/3/2024;14:30:00;5610,4;21,9;239,81;;24,45;24,45;813,45;;
16/3/2024;17:30:00;5611,5;22;238,94;;24,37;24,37;813,37;;
16/3/2024;18:30:00;5613,9;22;236,15;;24,08;24,08;813,08;;
16/3/2024;23:30:00;5612,5;21,9;237,38;;24,21;24,21;813,21;;
17/3/2024;0:30:00;5611,5;21,9;238,54;;24,32;24,32;813,32;;
17/3/2024;1:30:00;5610,6;22;239,98;;24,47;24,47;813,47;;
17/3/2024;2:30:00;5613,5;21,9;236,22;;24,09;24,09;813,09;;
17/3/2024;3:30:00;5608;21,9;242,6;;24,74;24,74;813,74;;
17/3/2024;6:30:00;5613,1;21,9;236,68;;24,14;24,14;813,14;;
17/3/2024;7:30:00;5610,7;21,9;239,47;;24,42;24,42;813,42;;
17/3/2024;8:30:00;5613,8;22;236,27;;24,09;24,09;813,09;;
17/3/2024;9:30:00;5605,6;22;245,78;;25,06;25,06;814,06;;
17/3/2024;10:30:00;5608,5;21,9;242,02;;24,68;24,68;813,68;;
17/3/2024;11:30:00;5611,1;21,9;239;;24,37;24,37;813,37;;
17/3/2024;12:30:00;5611,2;21,9;238,89;;24,36;24,36;813,36;;
17/3/2024;13:30:00;5611,8;21,9;238,19;;24,29;24,29;813,29;;
17/3/2024;14:30:00;5611,6;22;238,82;;24,35;24,35;813,35;;
17/3/2024;15:30:00;5608,4;21,9;242,13;;24,69;24,69;813,69;;
17/3/2024;16:30:00;5612,2;22;238,13;;24,28;24,28;813,28;;
17/3/2024;17:30:00;5612,2;21,9;237,73;;24,24;24,24;813,24;;
17/3/2024;20:30:00;5610;22;240,68;;24,54;24,54;813,54;;
17/3/2024;21:30:00;5611;22;239,52;;24,42;24,42;813,42;;
17/3/2024;22:30:00;5609,4;22;241,37;;24,61;24,61;813,61;;
17/3/2024;23:30:00;5609,8;21,9;240,51;;24,53;24,53;813,53;;
18/3/2024;0:30:00;5613,1;21,9;236,68;;24,14;24,14;813,14;;
18/3/2024;1:30:00;5610,5;21,9;239,7;;24,44;24,44;813,44;;
18/3/2024;2:30:00;5609,4;21,9;240,97;;24,57;24,57;813,57;;
18/3/2024;3:30:00;5610,6;21,9;239,58;;24,43;24,43;813,43;;
18/3/2024;4:30:00;5611,1;22;239,4;;24,41;24,41;813,41;;
18/3/2024;5:30:00;5613,3;22;236,85;;24,15;24,15;813,15;;
18/3/2024;6:30:00;5610,9;21,9;239,23;;24,4;24,4;813,4;;
18/3/2024;7:30:00;5607,9;22;243,11;;24,79;24,79;813,79;;
18/3/2024;9:30:00;5610,2;22;240,45;;24,52;24,52;813,52;;
18/3/2024;10:30:00;5610,5;22;240,1;;24,48;24,48;813,48;;
18/3/2024;11:30:00;5610,5;22;240,1;;24,48;24,48;813,48;;
18/3/2024;12:30:00;5609,7;22;241,03;;24,58;24,58;813,58;;
18/3/2024;13:30:00;5609,3;22;241,49;;24,63;24,63;813,63;;
18/3/2024;14:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
18/3/2024;15:30:00;5611,4;22;239,05;;24,38;24,38;813,38;;
18/3/2024;16:30:00;5610,7;21,9;239,47;;24,42;24,42;813,42;;
18/3/2024;17:30:00;5610;21,9;240,28;;24,5;24,5;813,5;;
18/3/2024;18:30:00;5614;21,9;235,64;;24,03;24,03;813,03;;
18/3/2024;19:30:00;5610;21,9;240,28;;24,5;24,5;813,5;;
18/3/2024;20:30:00;5612,5;21,9;237,38;;24,21;24,21;813,21;;
18/3/2024;23:30:00;5611,1;21,9;239;;24,37;24,37;813,37;;
19/3/2024;0:30:00;5611,2;22;239,29;;24,4;24,4;813,4;;
19/3/2024;1:30:00;5613,5;21,9;236,22;;24,09;24,09;813,09;;
19/3/2024;2:30:00;5607,3;21,9;243,41;;24,82;24,82;813,82;;
19/3/2024;3:30:00;5614,2;22;235,81;;24,05;24,05;813,05;;
19/3/2024;4:30:00;5612;22;238,36;;24,31;24,31;813,31;;
19/3/2024;5:30:00;5612,5;21,9;237,38;;24,21;24,21;813,21;;
19/3/2024;6:30:00;5613,5;21,9;236,22;;24,09;24,09;813,09;;
19/3/2024;7:30:00;5610;21,9;240,28;;24,5;24,5;813,5;;
19/3/2024;8:30:00;5613,2;22;236,97;;24,16;24,16;813,16;;
19/3/2024;9:30:00;5611;22;239,52;;24,42;24,42;813,42;;
19/3/2024;10:30:00;5614,4;22;235,57;;24,02;24,02;813,02;;
19/3/2024;12:30:00;5610,6;22;239,98;;24,47;24,47;813,47;;
19/3/2024;13:30:00;5609,9;21,9;240,39;;24,51;24,51;813,51;;
19/3/2024;14:30:00;5610,6;21,9;239,58;;24,43;24,43;813,43;;
19/3/2024;15:30:00;5607,7;21,9;242,95;;24,77;24,77;813,77;;
19/3/2024;16:30:00;5611,5;21,9;238,54;;24,32;24,32;813,32;;
19/3/2024;17:30:00;5614,7;22;235,23;;23,99;23,99;812,99;;
19/3/2024;18:30:00;5609,1;22;241,72;;24,65;24,65;813,65;;
19/3/2024;19:30:00;5612,9;21,9;236,91;;24,16;24,16;813,16;;
19/3/2024;20:30:00;5616;21,9;233,32;;23,79;23,79;812,79;;
19/3/2024;21:30:00;5613,1;21,9;236,68;;24,14;24,14;813,14;;
19/3/2024;22:30:00;5612,4;22;237,89;;24,26;24,26;813,26;;
19/3/2024;23:30:00;5614,2;22;235,81;;24,05;24,05;813,05;;
20/3/2024;2:30:00;5613;22;237,2;;24,19;24,19;813,19;;
20/3/2024;3:30:00;5612,5;21,9;237,38;;24,21;24,21;813,21;;
20/3/2024;4:30:00;5614,3;21,9;235,29;;23,99;23,99;812,99;;
20/3/2024;5:30:00;5612;21,9;237,96;;24,27;24,27;813,27;;
20/3/2024;6:30:00;5612,6;21,9;237,26;;24,19;24,19;813,19;;
20/3/2024;7:30:00;5613,2;21,9;236,57;;24,12;24,12;813,12;;
20/3/2024;8:30:00;5613,6;22;236,5;;24,12;24,12;813,12;;
20/3/2024;9:30:00;5614,6;22;235,34;;24;24;813;;
20/3/2024;10:30:00;5614,1;22;235,92;;24,06;24,06;813,06;;
20/3/2024;11:30:00;5611,1;21,9;239;;24,37;24,37;813,37;;
20/3/2024;12:30:00;5610,8;21,9;239,35;;24,41;24,41;813,41;;
20/3/2024;13:30:00;5610,5;22;240,1;;24,48;24,48;813,48;;
20/3/2024;14:30:00;5612,4;21,9;237,49;;24,22;24,22;813,22;;
20/3/2024;15:30:00;5614,6;22;235,34;;24;24;813;;
20/3/2024;16:30:00;5612,4;21,9;237,49;;24,22;24,22;813,22;;
20/3/2024;17:30:00;5614,1;21,9;235,52;;24,02;24,02;813,02;;
20/3/2024;18:30:00;5608,2;21,9;242,37;;24,72;24,72;813,72;;
20/3/2024;19:30:00;5612,9;22;237,31;;24,2;24,2;813,2;;
20/3/2024;20:30:00;5609,2;21,9;241,21;;24,6;24,6;813,6;;
20/3/2024;21:30:00;5614,3;21,9;235,29;;23,99;23,99;812,99;;
20/3/2024;22:30:00;5615,4;22;234,41;;23,9;23,9;812,9;;
20/3/2024;23:30:00;5612,7;22;237,55;;24,22;24,22;813,22;;
21/3/2024;0:30:00;5614,1;22;235,92;;24,06;24,06;813,06;;
21/3/2024;1:30:00;5612,8;22;237,43;;24,21;24,21;813,21;;
21/3/2024;2:30:00;5612,9;21,9;236,91;;24,16;24,16;813,16;;
21/3/2024;3:30:00;5610,7;22;239,87;;24,46;24,46;813,46;;
21/3/2024;4:30:00;5608,2;21,9;242,37;;24,72;24,72;813,72;;
21/3/2024;5:30:00;5610,7;21,9;239,47;;24,42;24,42;813,42;;
21/3/2024;6:30:00;5611,2;21,9;238,89;;24,36;24,36;813,36;;
21/3/2024;16:30:00;5614,9;22,1;235,39;;24;24;813;;
21/3/2024;17:30:00;5616,1;22,2;234,4;;23,9;23,9;812,9;;
21/3/2024;18:30:00;5613,6;22,1;236,9;;24,16;24,16;813,16;;
21/3/2024;19:30:00;5611,6;22,2;239,62;;24,44;24,44;813,44;;
21/3/2024;21:30:00;5610,7;22,1;240,27;;24,5;24,5;813,5;;
21/3/2024;22:30:00;5616,7;22,1;233,3;;23,79;23,79;812,79;;
21/3/2024;23:30:00;5617;22,1;232,96;;23,76;23,76;812,76;;
22/3/2024;0:30:00;5612,2;22,1;238,53;;24,32;24,32;813,32;;
22/3/2024;1:30:00;5618,8;22,1;230,87;;23,54;23,54;812,54;;
22/3/2024;2:30:00;5615,9;22,1;234,23;;23,89;23,89;812,89;;
22/3/2024;3:30:00;5612,4;22,2;238,69;;24,34;24,34;813,34;;
22/3/2024;4:30:00;5614,7;22,2;236,02;;24,07;24,07;813,07;;
22/3/2024;5:30:00;5614,7;22,1;235,62;;24,03;24,03;813,03;;
22/3/2024;6:30:00;5616,1;22;233,6;;23,82;23,82;812,82;;
22/3/2024;7:30:00;5615,5;22,2;235,1;;23,97;23,97;812,97;;
22/3/2024;11:30:00;5613,7;22,2;237,18;;24,19;24,19;813,19;;
22/3/2024;12:30:00;5613,8;22,1;236,67;;24,13;24,13;813,13;;
22/3/2024;13:30:00;5610;22,1;241,08;;24,58;24,58;813,58;;
22/3/2024;14:30:00;5614,3;22,2;236,49;;24,12;24,12;813,12;;
22/3/2024;15:30:00;5613,6;22,1;236,9;;24,16;24,16;813,16;;
22/3/2024;16:30:00;5616,2;22,1;233,88;;23,85;23,85;812,85;;
22/3/2024;17:30:00;5613,4;22,1;237,13;;24,18;24,18;813,18;;
22/3/2024;18:30:00;5614;22,2;236,84;;24,15;24,15;813,15;;
22/3/2024;19:30:00;5609,9;22,1;241,19;;24,6;24,6;813,6;;
22/3/2024;20:30:00;5613,1;22;237,08;;24,18;24,18;813,18;;
22/3/2024;21:30:00;5611,5;22,1;239,34;;24,41;24,41;813,41;;
22/3/2024;22:30:00;5611,5;22,1;239,34;;24,41;24,41;813,41;;
23/3/2024;0:30:00;5613,5;22,2;237,42;;24,21;24,21;813,21;;
23/3/2024;1:30:00;5611,7;22,1;239,11;;24,38;24,38;813,38;;
23/3/2024;2:30:00;5608,8;22;242,07;;24,68;24,68;813,68;;
23/3/2024;3:30:00;5613;22,1;237,6;;24,23;24,23;813,23;;
23/3/2024;4:30:00;5608,8;22,2;242,87;;24,77;24,77;813,77;;
23/3/2024;5:30:00;5609,2;22;241,61;;24,64;24,64;813,64;;
23/3/2024;6:30:00;5611,4;22;239,05;;24,38;24,38;813,38;;
23/3/2024;7:30:00;5611,8;22;238,59;;24,33;24,33;813,33;;
23/3/2024;8:30:00;5614,8;22,1;235,51;;24,02;24,02;813,02;;
23/3/2024;9:30:00;5615,4;22,1;234,81;;23,94;23,94;812,94;;
23/3/2024;10:30:00;5611;22,1;239,92;;24,47;24,47;813,47;;
23/3/2024;11:30:00;5612,3;22,1;238,41;;24,31;24,31;813,31;;
23/3/2024;14:30:00;5610,6;22,1;240,38;;24,51;24,51;813,51;;
23/3/2024;15:30:00;5609,6;22;241,14;;24,59;24,59;813,59;;
23/3/2024;16:30:00;5608;22;243;;24,78;24,78;813,78;;
23/3/2024;17:30:00;5612,1;22,1;238,64;;24,34;24,34;813,34;;
23/3/2024;18:30:00;5612,7;22;237,55;;24,22;24,22;813,22;;
23/3/2024;19:30:00;5610,4;22,1;240,61;;24,54;24,54;813,54;;
23/3/2024;20:30:00;5610,4;22;240,21;;24,5;24,5;813,5;;
23/3/2024;21:30:00;5613,3;22,1;237,25;;24,19;24,19;813,19;;
23/3/2024;22:30:00;5614,1;22,1;236,32;;24,1;24,1;813,1;;
23/3/2024;23:30:00;5611,3;22,1;239,57;;24,43;24,43;813,43;;
24/3/2024;0:30:00;5612,1;22,1;238,64;;24,34;24,34;813,34;;
24/3/2024;1:30:00;5611,6;22;238,82;;24,35;24,35;813,35;;
24/3/2024;3:30:00;5614,4;22,1;235,97;;24,06;24,06;813,06;;
24/3/2024;4:30:00;5611,2;22,1;239,69;;24,44;24,44;813,44;;
24/3/2024;5:30:00;5611,7;22,1;239,11;;24,38;24,38;813,38;;
24/3/2024;6:30:00;5618,1;22,1;231,68;;23,63;23,63;812,63;;
24/3/2024;7:30:00;5610,2;22,1;240,85;;24,56;24,56;813,56;;
24/3/2024;8:30:00;5612,5;22;237,78;;24,25;24,25;813,25;;
24/3/2024;9:30:00;5614;22,1;236,44;;24,11;24,11;813,11;;
24/3/2024;10:30:00;5611;22,1;239,92;;24,47;24,47;813,47;;
